sampleid,x,y
11850,783,1
11851,821,1
11852,942,1
11853,943,1
11854,92,1
11855,106,1
11856,505,1
11857,292,1
11858,183,1
11859,992,1
11860,961,1
11861,973,1
11862,804,1
11863,534,1
11864,848,1
11865,210,1
11866,175,1
11867,124,1
11868,713,1
11869,758,1
11870,553,1
11871,803,1
11872,552,1
11873,475,1
11874,194,1
11875,776,1
11876,296,1
11877,997,1
11878,693,1
11879,340,1
11880,195,1
11881,617,1
11882,719,1
11883,49,1
11884,690,1
11885,168,1
11886,706,1
11887,805,1
11888,549,1
11889,29,1
11890,390,1
11891,866,1
11892,275,1
11893,559,1
11894,855,1
11895,1002,0
11896,862,1
11897,1008,0
11898,353,1
11899,826,1
11900,441,1
11901,717,1
11902,513,1
11903,607,1
11904,743,1
11905,496,1
11906,70,1
11907,183,1
11908,415,1
11909,152,1
11910,990,1
11911,210,1
11912,11,1
11913,511,1
11914,160,1
11915,139,1
11916,833,1
11917,590,1
11918,881,1
11919,556,1
11920,526,1
11921,186,1
11922,843,1
11923,741,1
11924,699,1
11925,739,1
11926,921,1
11927,343,1
11928,285,1
11929,310,1
11930,876,1
11931,998,1
11932,940,1
11933,373,1
11934,426,1
11935,910,1
11936,41,1
11937,801,1
11938,354,1
11939,434,1
11940,860,1
11941,371,1
11942,765,1
11943,793,1
11944,501,1
11945,235,1
11946,123,1
11947,89,1
11948,819,1
11949,684,1
11950,1010,0
11951,395,1
11952,666,1
11953,841,1
11954,260,1
11955,116,1
11956,841,1
11957,143,1
11958,869,1
11959,776,1
11960,249,1
11961,189,1
11962,71,1
11963,589,1
11964,401,1
11965,586,1
11966,348,1
11967,258,1
11968,105,1
11969,205,1
11970,947,1
11971,596,1
11972,52,1
11973,300,1
11974,492,1
11975,175,1
11976,279,1
11977,603,1
11978,878,1
11979,502,1
11980,607,1
11981,879,1
11982,542,1
11983,108,1
11984,917,1
11985,739,1
11986,410,1
11987,237,1
11988,870,1
11989,297,1
11990,533,1
11991,920,1
11992,152,1
11993,465,1
11994,759,1
11995,450,1
11996,157,1
11997,574,1
11998,1015,0
11999,282,1
12000,649,1
12001,84,1
12002,354,1
12003,546,1
12004,612,1
12005,856,1
12006,77,1
12007,87,1
12008,781,1
12009,156,1
12010,115,1
12011,97,1
12012,709,1
12013,69,1
12014,985,1
12015,99,1
12016,229,1
12017,626,1
12018,260,1
12019,158,1
12020,752,1
12021,13,1
12022,452,1
12023,125,1
12024,690,1
12025,298,1
12026,386,1
12027,974,1
12028,1022,0
12029,66,1
12030,574,1
12031,996,1
12032,518,1
12033,438,1
12034,384,1
12035,985,1
12036,790,1
12037,922,1
12038,618,1
12039,272,1
12040,311,1
12041,464,1
12042,337,1
12043,626,1
12044,680,1
12045,915,1
12046,741,1
12047,159,1
12048,701,1
12049,69,1
12050,2,1
12051,615,1
12052,219,1
12053,944,1
12054,107,1
12055,586,1
12056,944,1
12057,199,1
12058,109,1
12059,746,1
12060,611,1
12061,934,1
12062,539,1
12063,353,1
12064,197,1
12065,974,1
12066,411,1
12067,777,1
12068,386,1
12069,653,1
12070,877,1
12071,360,1
12072,44,1
12073,664,1
12074,748,1
12075,324,1
12076,169,1
12077,666,1
12078,13,1
12079,630,1
12080,17,1
12081,933,1
12082,372,1
12083,18,1
12084,83,1
12085,492,1
12086,353,1
12087,943,1
12088,477,1
12089,355,1
12090,23,1
12091,265,1
12092,640,1
12093,81,1
12094,143,1
12095,343,1
12096,407,1
12097,439,1
12098,499,1
12099,483,1
12100,60,1
12101,41,1
12102,280,1
12103,334,1
12104,684,1
12105,1004,0
12106,766,1
12107,802,1
12108,188,1
12109,804,1
12110,483,1
12111,545,1
12112,154,1
12113,13,1
12114,170,1
12115,120,1
12116,400,1
12117,632,1
12118,534,1
12119,435,1
12120,402,1
12121,986,1
12122,127,1
12123,199,1
12124,744,1
12125,388,1
12126,273,1
12127,369,1
12128,872,1
12129,823,1
12130,55,1
12131,143,1
12132,928,1
12133,295,1
12134,929,1
12135,38,1
12136,1007,0
12137,79,1
12138,656,1
12139,192,1
12140,293,1
12141,364,1
12142,751,1
12143,727,1
12144,698,1
12145,956,1
12146,318,1
12147,725,1
12148,121,1
12149,499,1
12150,858,1
12151,560,1
12152,637,1
12153,438,1
12154,878,1
12155,459,1
12156,291,1
12157,10,1
12158,726,1
12159,926,1
12160,719,1
12161,847,1
12162,644,1
12163,880,1
12164,1025,0
12165,826,1
12166,566,1
12167,342,1
12168,174,1
12169,258,1
12170,41,1
12171,572,1
12172,1005,0
12173,532,1
12174,989,1
12175,349,1
12176,751,1
12177,938,1
12178,818,1
12179,125,1
12180,1023,0
12181,343,1
12182,760,1
12183,854,1
12184,391,1
12185,359,1
12186,630,1
12187,787,1
12188,310,1
12189,191,1
12190,999,1
12191,716,1
12192,274,1
12193,256,1
12194,347,1
12195,85,1
12196,306,1
12197,902,1
12198,315,1
12199,860,1
12200,852,1
12201,196,1
12202,575,1
12203,841,1
12204,126,1
12205,84,1
12206,21,1
12207,486,1
12208,246,1
12209,506,1
12210,742,1
12211,18,1
12212,152,1
12213,735,1
12214,71,1
12215,987,1
12216,572,1
12217,977,1
12218,351,1
12219,102,1
12220,182,1
12221,314,1
12222,151,1
12223,1003,0
12224,176,1
12225,651,1
12226,316,1
12227,103,1
12228,320,1
12229,927,1
12230,99,1
12231,347,1
12232,14,1
12233,816,1
12234,798,1
12235,255,1
12236,630,1
12237,599,1
12238,227,1
12239,201,1
12240,491,1
12241,908,1
12242,252,1
12243,662,1
12244,565,1
12245,442,1
12246,674,1
12247,46,1
12248,873,1
12249,750,1
12250,1014,0
12251,320,1
12252,418,1
12253,844,1
12254,190,1
12255,916,1
12256,545,1
12257,153,1
12258,894,1
12259,76,1
12260,256,1
12261,628,1
12262,732,1
12263,202,1
12264,335,1
12265,966,1
12266,778,1
12267,918,1
12268,173,1
12269,417,1
12270,481,1
12271,896,1
12272,76,1
12273,823,1
12274,214,1
12275,291,1
12276,111,1
12277,762,1
12278,796,1
12279,663,1
12280,521,1
12281,866,1
12282,141,1
12283,527,1
12284,701,1
12285,606,1
12286,748,1
12287,198,1
12288,931,1
12289,942,1
12290,789,1
12291,611,1
12292,920,1
12293,466,1
12294,707,1
12295,291,1
12296,353,1
12297,725,1
12298,642,1
12299,79,1
12300,844,1
12301,201,1
12302,277,1
12303,566,1
12304,989,1
12305,901,1
12306,717,1
12307,998,1
12308,687,1
12309,514,1
12310,229,1
12311,699,1
12312,739,1
12313,788,1
12314,306,1
12315,627,1
12316,882,1
12317,677,1
12318,466,1
12319,80,1
12320,545,1
12321,463,1
12322,825,1
12323,54,1
12324,369,1
12325,205,1
12326,338,1
12327,110,1
12328,901,1
12329,610,1
12330,127,1
12331,407,1
12332,392,1
12333,441,1
12334,454,1
12335,1024,0
12336,795,1
12337,557,1
12338,361,1
12339,443,1
12340,750,1
12341,866,1
12342,367,1
12343,994,1
12344,690,1
12345,472,1
12346,24,1
12347,854,1
12348,533,1
12349,594,1
12350,765,1
12351,640,1
12352,500,1
12353,633,1
12354,287,1
12355,97,1
12356,899,1
12357,348,1
12358,907,1
12359,856,1
12360,615,1
12361,1006,0
12362,523,1
12363,526,1
12364,951,1
12365,539,1
12366,780,1
12367,22,1
12368,982,1
12369,913,1
12370,581,1
12371,397,1
12372,317,1
12373,530,1
12374,770,1
12375,637,1
12376,804,1
12377,488,1
12378,93,1
12379,430,1
12380,652,1
12381,68,1
12382,753,1
12383,504,1
12384,620,1
12385,261,1
12386,103,1
12387,156,1
12388,693,1
12389,308,1
12390,894,1
12391,796,1
12392,567,1
12393,876,1
12394,421,1
12395,656,1
12396,67,1
12397,559,1
12398,747,1
12399,909,1
12400,771,1
12401,339,1
12402,625,1
12403,691,1
12404,178,1
12405,340,1
12406,812,1
12407,215,1
12408,458,1
12409,588,1
12410,1020,0
12411,552,1
12412,438,1
12413,876,1
12414,16,1
12415,365,1
12416,88,1
12417,937,1
12418,503,1
12419,830,1
12420,424,1
12421,536,1
12422,190,1
12423,517,1
12424,833,1
12425,158,1
12426,52,1
12427,7,1
12428,952,1
12429,898,1
12430,214,1
12431,388,1
12432,6,1
12433,559,1
12434,303,1
12435,651,1
12436,849,1
12437,621,1
12438,61,1
12439,494,1
12440,395,1
12441,292,1
12442,59,1
12443,340,1
12444,683,1
12445,610,1
12446,495,1
12447,468,1
12448,13,1
12449,882,1
12450,243,1
12451,787,1
12452,486,1
12453,828,1
12454,86,1
12455,565,1
12456,649,1
12457,406,1
12458,997,1
12459,1004,0
12460,352,1
12461,967,1
12462,907,1
12463,358,1
12464,823,1
12465,678,1
12466,803,1
12467,566,1
12468,700,1
12469,612,1
12470,375,1
12471,334,1
12472,298,1
12473,135,1
12474,802,1
12475,454,1
12476,751,1
12477,289,1
12478,947,1
12479,349,1
12480,494,1
12481,898,1
12482,704,1
12483,892,1
12484,4,1
12485,554,1
12486,911,1
12487,176,1
12488,606,1
12489,806,1
12490,821,1
12491,529,1
12492,167,1
12493,283,1
12494,203,1
12495,718,1
12496,301,1
12497,249,1
12498,967,1
12499,283,1
12500,20,1
12501,103,1
12502,322,1
12503,110,1
12504,642,1
12505,348,1
12506,96,1
12507,187,1
12508,838,1
12509,248,1
12510,1020,0
12511,366,1
12512,906,1
12513,271,1
12514,605,1
12515,123,1
12516,757,1
12517,353,1
12518,515,1
12519,800,1
12520,161,1
12521,588,1
12522,759,1
12523,281,1
12524,66,1
12525,606,1
12526,913,1
12527,734,1
12528,31,1
12529,48,1
12530,350,1
12531,237,1
12532,831,1
12533,843,1
12534,351,1
12535,99,1
12536,683,1
12537,142,1
12538,279,1
12539,939,1
12540,160,1
12541,525,1
12542,906,1
12543,543,1
12544,401,1
12545,911,1
12546,771,1
12547,138,1
12548,701,1
12549,551,1
12550,581,1
12551,148,1
12552,429,1
12553,40,1
12554,164,1
12555,185,1
12556,683,1
12557,746,1
12558,745,1
12559,76,1
12560,319,1
12561,133,1
12562,489,1
12563,649,1
12564,882,1
12565,980,1
12566,932,1
12567,608,1
12568,269,1
12569,595,1
12570,320,1
12571,126,1
12572,158,1
12573,871,1
12574,642,1
12575,357,1
12576,954,1
12577,411,1
12578,703,1
12579,300,1
12580,786,1
12581,150,1
12582,583,1
12583,463,1
12584,20,1
12585,882,1
12586,793,1
12587,345,1
12588,218,1
12589,971,1
12590,406,1
12591,163,1
12592,368,1
12593,561,1
12594,414,1
12595,485,1
12596,878,1
12597,729,1
12598,998,1
12599,746,1
12600,103,1
12601,728,1
12602,276,1
12603,509,1
12604,1022,0
12605,533,1
12606,808,1
12607,940,1
12608,176,1
12609,167,1
12610,986,1
12611,393,1
12612,483,1
12613,253,1
12614,689,1
12615,107,1
12616,199,1
12617,656,1
12618,770,1
12619,320,1
12620,694,1
12621,370,1
12622,1011,0
12623,700,1
12624,237,1
12625,116,1
12626,1009,0
12627,349,1
12628,154,1
12629,568,1
12630,258,1
12631,964,1
12632,694,1
12633,742,1
12634,209,1
12635,833,1
12636,271,1
12637,53,1
12638,568,1
12639,74,1
12640,200,1
12641,287,1
12642,369,1
12643,943,1
12644,680,1
12645,759,1
12646,789,1
12647,568,1
12648,176,1
12649,291,1
12650,246,1
12651,96,1
12652,568,1
12653,987,1
12654,14,1
12655,586,1
12656,369,1
12657,483,1
12658,801,1
12659,531,1
12660,709,1
12661,388,1
12662,52,1
12663,841,1
12664,1022,0
12665,588,1
12666,912,1
12667,352,1
12668,292,1
12669,720,1
12670,787,1
12671,869,1
12672,558,1
12673,810,1
12674,38,1
12675,401,1
12676,889,1
12677,4,1
12678,110,1
12679,978,1
12680,935,1
12681,579,1
12682,522,1
12683,493,1
12684,443,1
12685,985,1
12686,974,1
12687,524,1
12688,414,1
12689,928,1
12690,393,1
12691,536,1
12692,806,1
12693,299,1
12694,726,1
12695,1024,0
12696,517,1
12697,133,1
12698,1010,0
12699,332,1
12700,4,1
12701,273,1
12702,228,1
12703,280,1
12704,166,1
12705,700,1
12706,657,1
12707,847,1
12708,630,1
12709,611,1
12710,324,1
12711,343,1
12712,4,1
12713,278,1
12714,312,1
12715,932,1
12716,853,1
12717,1023,0
12718,135,1
12719,183,1
12720,233,1
12721,679,1
12722,942,1
12723,571,1
12724,725,1
12725,325,1
12726,440,1
12727,141,1
12728,559,1
12729,29,1
12730,623,1
12731,891,1
12732,597,1
12733,494,1
12734,247,1
12735,113,1
12736,220,1
12737,802,1
12738,572,1
12739,844,1
12740,710,1
12741,472,1
12742,150,1
12743,553,1
12744,571,1
12745,217,1
12746,143,1
12747,715,1
12748,219,1
12749,463,1
12750,137,1
12751,158,1
12752,902,1
12753,955,1
12754,94,1
12755,828,1
12756,380,1
12757,825,1
12758,1002,0
12759,953,1
12760,902,1
12761,915,1
12762,89,1
12763,423,1
12764,245,1
12765,284,1
12766,321,1
12767,278,1
12768,987,1
12769,9,1
12770,640,1
12771,576,1
12772,769,1
12773,206,1
12774,104,1
12775,865,1
12776,779,1
12777,258,1
12778,29,1
12779,246,1
12780,98,1
12781,417,1
12782,736,1
12783,544,1
12784,898,1
12785,787,1
12786,210,1
12787,700,1
12788,907,1
12789,343,1
12790,47,1
12791,397,1
12792,929,1
12793,166,1
12794,592,1
12795,401,1
12796,637,1
12797,620,1
12798,938,1
12799,846,1
12800,357,1
12801,758,1
12802,988,1
12803,659,1
12804,996,1
12805,853,1
12806,918,1
12807,520,1
12808,750,1
12809,821,1
12810,159,1
12811,65,1
12812,167,1
12813,1023,0
12814,66,1
12815,478,1
12816,1024,0
12817,470,1
12818,388,1
12819,372,1
12820,349,1
12821,91,1
12822,552,1
12823,832,1
12824,1000,1
12825,683,1
12826,443,1
12827,846,1
12828,894,1
12829,880,1
12830,93,1
12831,97,1
12832,408,1
12833,282,1
12834,243,1
12835,501,1
12836,58,1
12837,287,1
12838,281,1
12839,35,1
12840,199,1
12841,821,1
12842,279,1
12843,376,1
12844,933,1
12845,942,1
12846,269,1
12847,521,1
12848,988,1
12849,904,1
12850,968,1
12851,193,1
12852,482,1
12853,790,1
12854,813,1
12855,679,1
12856,101,1
12857,350,1
12858,899,1
12859,313,1
12860,145,1
12861,262,1
12862,496,1
12863,871,1
12864,911,1
12865,277,1
12866,377,1
12867,55,1
12868,68,1
12869,226,1
12870,73,1
12871,971,1
12872,877,1
12873,263,1
12874,380,1
12875,268,1
12876,297,1
12877,560,1
12878,46,1
12879,246,1
12880,115,1
12881,1015,0
12882,627,1
12883,563,1
12884,815,1
12885,490,1
12886,761,1
12887,707,1
12888,156,1
12889,250,1
12890,920,1
12891,359,1
12892,817,1
12893,578,1
12894,1015,0
12895,567,1
12896,496,1
12897,528,1
12898,873,1
12899,879,1
12900,393,1
12901,240,1
12902,949,1
12903,1011,0
12904,736,1
12905,847,1
12906,839,1
12907,908,1
12908,484,1
12909,809,1
12910,34,1
12911,715,1
12912,730,1
12913,785,1
12914,905,1
12915,638,1
12916,988,1
12917,395,1
12918,297,1
12919,707,1
12920,274,1
12921,97,1
12922,212,1
12923,905,1
12924,205,1
12925,183,1
12926,187,1
12927,16,1
12928,422,1
12929,125,1
12930,4,1
12931,153,1
12932,403,1
12933,538,1
12934,346,1
12935,222,1
12936,287,1
12937,79,1
12938,422,1
12939,460,1
12940,1001,0
12941,155,1
12942,787,1
12943,283,1
12944,480,1
12945,561,1
12946,618,1
12947,1005,0
12948,474,1
12949,559,1
12950,556,1
12951,91,1
12952,878,1
12953,562,1
12954,613,1
12955,562,1
12956,792,1
12957,106,1
12958,688,1
12959,490,1
12960,444,1
12961,685,1
12962,560,1
12963,599,1
12964,977,1
12965,975,1
12966,970,1
12967,575,1
12968,797,1
12969,53,1
12970,20,1
12971,723,1
12972,887,1
12973,480,1
12974,66,1
12975,702,1
12976,901,1
12977,658,1
12978,863,1
12979,1007,0
12980,525,1
12981,805,1
12982,956,1
12983,10,1
12984,404,1
12985,242,1
12986,559,1
12987,404,1
12988,269,1
12989,992,1
12990,793,1
12991,358,1
12992,963,1
12993,551,1
12994,589,1
12995,817,1
12996,826,1
12997,356,1
12998,522,1
12999,449,1
13000,1020,0
13001,214,1
13002,709,1
13003,72,1
13004,509,1
13005,633,1
13006,26,1
13007,497,1
13008,804,1
13009,726,1
13010,717,1
13011,24,1
13012,600,1
13013,30,1
13014,346,1
13015,11,1
13016,397,1
13017,134,1
13018,991,1
13019,70,1
13020,605,1
13021,318,1
13022,216,1
13023,293,1
13024,99,1
13025,936,1
13026,649,1
13027,348,1
13028,109,1
13029,439,1
13030,885,1
13031,633,1
13032,21,1
13033,504,1
13034,173,1
13035,986,1
13036,553,1
13037,219,1
13038,825,1
13039,42,1
13040,293,1
13041,411,1
13042,772,1
13043,454,1
13044,677,1
13045,317,1
13046,820,1
13047,326,1
13048,560,1
13049,54,1
13050,161,1
13051,291,1
13052,167,1
13053,79,1
13054,1010,0
13055,969,1
13056,454,1
13057,853,1
13058,483,1
13059,332,1
13060,428,1
13061,794,1
13062,488,1
13063,670,1
13064,315,1
13065,144,1
13066,468,1
13067,74,1
13068,173,1
13069,612,1
13070,954,1
13071,461,1
13072,398,1
13073,564,1
13074,399,1
13075,35,1
13076,96,1
13077,875,1
13078,882,1
13079,129,1
13080,479,1
13081,18,1
13082,908,1
13083,191,1
13084,228,1
13085,766,1
13086,121,1
13087,1010,0
13088,293,1
13089,439,1
13090,602,1
13091,219,1
13092,465,1
13093,508,1
13094,103,1
13095,558,1
13096,301,1
13097,952,1
13098,776,1
13099,662,1
13100,251,1
13101,535,1
13102,748,1
13103,285,1
13104,837,1
13105,213,1
13106,975,1
13107,819,1
13108,222,1
13109,627,1
13110,862,1
13111,288,1
13112,183,1
13113,160,1
13114,82,1
13115,1018,0
13116,594,1
13117,932,1
13118,126,1
13119,35,1
13120,53,1
13121,610,1
13122,269,1
13123,1005,0
13124,368,1
13125,443,1
13126,221,1
13127,693,1
13128,833,1
13129,555,1
13130,987,1
13131,713,1
13132,326,1
13133,715,1
13134,392,1
13135,302,1
13136,152,1
13137,845,1
13138,761,1
13139,157,1
13140,919,1
13141,535,1
13142,534,1
13143,937,1
13144,251,1
13145,376,1
13146,289,1
13147,754,1
13148,38,1
13149,1025,0
13150,580,1
13151,664,1
13152,116,1
13153,840,1
13154,334,1
13155,72,1
13156,383,1
13157,622,1
13158,539,1
13159,194,1
13160,193,1
13161,1000,1
13162,101,1
13163,875,1
13164,951,1
13165,327,1
13166,908,1
13167,423,1
13168,791,1
13169,917,1
13170,660,1
13171,67,1
13172,880,1
13173,670,1
13174,161,1
13175,624,1
13176,790,1
13177,73,1
13178,844,1
13179,378,1
13180,440,1
13181,468,1
13182,529,1
13183,765,1
13184,495,1
13185,403,1
13186,487,1
13187,412,1
13188,448,1
13189,163,1
13190,472,1
13191,1001,0
13192,333,1
13193,743,1
13194,0,1
13195,686,1
13196,747,1
13197,677,1
13198,240,1
13199,567,1
13200,791,1
13201,304,1
13202,580,1
13203,477,1
13204,218,1
13205,94,1
13206,211,1
13207,27,1
13208,910,1
13209,782,1
13210,722,1
13211,115,1
13212,385,1
13213,672,1
13214,1010,0
13215,307,1
13216,360,1
13217,406,1
13218,109,1
13219,162,1
13220,490,1
13221,170,1
13222,133,1
13223,194,1
13224,1005,0
13225,199,1
13226,719,1
13227,433,1
13228,543,1
13229,902,1
13230,85,1
13231,805,1
13232,721,1
13233,398,1
13234,969,1
13235,641,1
13236,449,1
13237,748,1
13238,24,1
13239,607,1
13240,175,1
13241,161,1
13242,95,1
13243,372,1
13244,67,1
13245,468,1
13246,433,1
13247,585,1
13248,187,1
13249,816,1
13250,1005,0
13251,59,1
13252,1,1
13253,34,1
13254,67,1
13255,260,1
13256,232,1
13257,454,1
13258,468,1
13259,586,1
13260,121,1
13261,509,1
13262,635,1
13263,951,1
13264,221,1
13265,211,1
13266,629,1
13267,967,1
13268,725,1
13269,911,1
13270,287,1
13271,267,1
13272,138,1
13273,706,1
13274,164,1
13275,1022,0
13276,510,1
13277,948,1
13278,224,1
13279,139,1
13280,926,1
13281,280,1
13282,935,1
13283,317,1
13284,942,1
13285,138,1
13286,662,1
13287,215,1
13288,143,1
13289,399,1
13290,880,1
13291,713,1
13292,273,1
13293,21,1
13294,403,1
13295,596,1
13296,198,1
13297,381,1
13298,575,1
13299,808,1
13300,874,1
13301,243,1
13302,983,1
13303,251,1
13304,174,1
13305,749,1
13306,260,1
13307,496,1
13308,48,1
13309,481,1
13310,609,1
13311,572,1
13312,201,1
13313,859,1
13314,197,1
13315,183,1
13316,186,1
13317,170,1
13318,219,1
13319,1017,0
13320,538,1
13321,514,1
13322,902,1
13323,919,1
13324,417,1
13325,273,1
13326,762,1
13327,48,1
13328,811,1
13329,298,1
13330,273,1
13331,887,1
13332,238,1
13333,343,1
13334,280,1
13335,676,1
13336,839,1
13337,356,1
13338,347,1
13339,88,1
13340,594,1
13341,206,1
13342,533,1
13343,410,1
13344,408,1
13345,502,1
13346,906,1
13347,516,1
13348,825,1
13349,134,1
13350,392,1
13351,89,1
13352,395,1
13353,99,1
13354,678,1
13355,329,1
13356,873,1
13357,613,1
13358,794,1
13359,164,1
13360,274,1
13361,469,1
13362,135,1
13363,493,1
13364,976,1
13365,502,1
13366,190,1
13367,379,1
13368,551,1
13369,173,1
13370,395,1
13371,353,1
13372,481,1
13373,904,1
13374,380,1
13375,398,1
13376,81,1
13377,155,1
13378,273,1
13379,354,1
13380,813,1
13381,47,1
13382,715,1
13383,36,1
13384,370,1
13385,274,1
13386,739,1
13387,446,1
13388,1021,0
13389,93,1
13390,519,1
13391,551,1
13392,167,1
13393,520,1
13394,871,1
13395,581,1
13396,3,1
13397,950,1
13398,604,1
13399,89,1
13400,330,1
13401,132,1
13402,666,1
13403,595,1
13404,595,1
13405,90,1
13406,145,1
13407,365,1
13408,518,1
13409,52,1
13410,553,1
13411,303,1
13412,913,1
13413,597,1
13414,775,1
13415,884,1
13416,555,1
13417,250,1
13418,674,1
13419,940,1
13420,527,1
13421,56,1
13422,102,1
13423,68,1
13424,411,1
13425,246,1
13426,116,1
13427,42,1
13428,910,1
13429,601,1
13430,63,1
13431,658,1
13432,931,1
13433,133,1
13434,57,1
13435,57,1
13436,320,1
13437,383,1
13438,600,1
13439,223,1
13440,322,1
13441,791,1
13442,555,1
13443,378,1
13444,1011,0
13445,923,1
13446,591,1
13447,247,1
13448,207,1
13449,88,1
13450,997,1
13451,369,1
13452,540,1
13453,732,1
13454,826,1
13455,217,1
13456,436,1
13457,593,1
13458,693,1
13459,57,1
13460,531,1
13461,383,1
13462,669,1
13463,457,1
13464,865,1
13465,509,1
13466,1000,1
13467,166,1
13468,227,1
13469,695,1
13470,504,1
13471,240,1
13472,0,1
13473,888,1
13474,608,1
13475,412,1
13476,154,1
13477,877,1
13478,993,1
13479,532,1
13480,212,1
13481,567,1
13482,90,1
13483,338,1
13484,680,1
13485,294,1
13486,626,1
13487,39,1
13488,33,1
13489,600,1
13490,327,1
13491,1025,0
13492,117,1
13493,257,1
13494,520,1
13495,526,1
13496,841,1
13497,844,1
13498,794,1
13499,161,1
13500,941,1
13501,743,1
13502,542,1
13503,869,1
13504,938,1
13505,854,1
13506,454,1
13507,201,1
13508,961,1
13509,275,1
13510,800,1
13511,1012,0
13512,814,1
13513,712,1
13514,643,1
13515,633,1
13516,120,1
13517,975,1
13518,607,1
13519,232,1
13520,929,1
13521,439,1
13522,786,1
13523,488,1
13524,114,1
13525,981,1
13526,285,1
13527,25,1
13528,301,1
13529,714,1
13530,786,1
13531,777,1
13532,571,1
13533,508,1
13534,432,1
13535,230,1
13536,674,1
13537,772,1
13538,88,1
13539,884,1
13540,916,1
13541,922,1
13542,200,1
13543,349,1
13544,50,1
13545,337,1
13546,288,1
13547,593,1
13548,881,1
13549,540,1
13550,134,1
13551,867,1
13552,147,1
13553,339,1
13554,700,1
13555,287,1
13556,859,1
13557,504,1
13558,469,1
13559,70,1
13560,354,1
13561,498,1
13562,548,1
13563,641,1
13564,806,1
13565,306,1
13566,196,1
13567,956,1
13568,570,1
13569,50,1
13570,780,1
13571,1012,0
13572,444,1
13573,669,1
13574,965,1
13575,293,1
13576,151,1
13577,96,1
13578,976,1
13579,511,1
13580,845,1
13581,413,1
13582,735,1
13583,374,1
13584,846,1
13585,37,1
13586,735,1
13587,651,1
13588,780,1
13589,602,1
13590,203,1
13591,271,1
13592,851,1
13593,61,1
13594,106,1
13595,697,1
13596,818,1
13597,459,1
13598,973,1
13599,622,1
13600,690,1
13601,706,1
13602,800,1
13603,701,1
13604,127,1
13605,643,1
13606,647,1
13607,338,1
13608,859,1
13609,742,1
13610,1021,0
13611,64,1
13612,976,1
13613,499,1
13614,570,1
13615,528,1
13616,962,1
13617,607,1
13618,319,1
13619,587,1
13620,334,1
13621,692,1
13622,561,1
13623,360,1
13624,154,1
13625,307,1
13626,877,1
13627,676,1
13628,641,1
13629,431,1
13630,401,1
13631,38,1
13632,408,1
13633,384,1
13634,182,1
13635,910,1
13636,769,1
13637,281,1
13638,901,1
13639,52,1
13640,299,1
13641,410,1
13642,730,1
13643,648,1
13644,445,1
13645,627,1
13646,455,1
13647,834,1
13648,100,1
13649,519,1
13650,290,1
13651,752,1
13652,770,1
13653,460,1
13654,886,1
13655,336,1
13656,491,1
13657,751,1
13658,811,1
13659,251,1
13660,532,1
13661,747,1
13662,731,1
13663,801,1
13664,696,1
13665,705,1
13666,186,1
13667,807,1
13668,815,1
13669,416,1
13670,848,1
13671,845,1
13672,355,1
13673,892,1
13674,99,1
13675,588,1
13676,491,1
13677,281,1
13678,231,1
13679,987,1
13680,105,1
13681,411,1
13682,908,1
13683,927,1
13684,130,1
13685,929,1
13686,841,1
13687,665,1
13688,490,1
13689,733,1
13690,380,1
13691,117,1
13692,925,1
13693,853,1
13694,365,1
13695,942,1
13696,235,1
13697,971,1
13698,1004,0
13699,252,1
13700,376,1
13701,896,1
13702,688,1
13703,189,1
13704,667,1
13705,398,1
13706,324,1
13707,290,1
13708,965,1
13709,171,1
13710,879,1
13711,161,1
13712,885,1
13713,9,1
13714,622,1
13715,976,1
13716,24,1
13717,48,1
13718,979,1
13719,1017,0
13720,433,1
13721,516,1
13722,604,1
13723,521,1
13724,197,1
13725,916,1
13726,722,1
13727,659,1
13728,787,1
13729,818,1
13730,17,1
13731,3,1
13732,460,1
13733,669,1
13734,276,1
13735,933,1
13736,157,1
13737,173,1
13738,76,1
13739,58,1
13740,638,1
13741,266,1
13742,452,1
13743,631,1
13744,854,1
13745,740,1
13746,5,1
13747,528,1
13748,990,1
13749,716,1
13750,764,1
13751,191,1
13752,818,1
13753,892,1
13754,209,1
13755,4,1
13756,985,1
13757,539,1
13758,850,1
13759,620,1
13760,505,1
13761,3,1
13762,552,1
13763,23,1
13764,319,1
13765,107,1
13766,650,1
13767,21,1
13768,10,1
13769,465,1
13770,191,1
13771,441,1
13772,529,1
13773,761,1
13774,94,1
13775,291,1
13776,603,1
13777,610,1
13778,66,1
13779,406,1
13780,777,1
13781,557,1
13782,788,1
13783,757,1
13784,655,1
13785,900,1
13786,931,1
13787,23,1
13788,24,1
13789,925,1
13790,28,1
13791,222,1
13792,275,1
13793,317,1
13794,983,1
13795,94,1
13796,176,1
13797,566,1
13798,921,1
13799,669,1
13800,153,1
13801,754,1
13802,368,1
13803,22,1
13804,450,1
13805,477,1
13806,985,1
13807,287,1
13808,544,1
13809,652,1
13810,695,1
13811,619,1
13812,556,1
13813,548,1
13814,749,1
13815,968,1
13816,48,1
13817,8,1
13818,292,1
13819,35,1
13820,359,1
13821,162,1
13822,864,1
13823,701,1
13824,297,1
13825,531,1
13826,483,1
13827,428,1
13828,594,1
13829,621,1
13830,365,1
13831,439,1
13832,263,1
13833,124,1
13834,522,1
13835,542,1
13836,631,1
13837,955,1
13838,911,1
13839,141,1
